bill_id,document_id,document_type,document_size,document_mime,document_desc,url,state_link
1898804,3035709,text,27993,text/html,Introduced,https://legiscan.com/TX/text/HB20/id/3035709,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00020I.htm
1890560,3026358,text,22792,text/html,Introduced,https://legiscan.com/TX/text/HB151/id/3026358,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00151I.htm
1891489,3027020,text,55792,text/html,Introduced,https://legiscan.com/TX/text/HB152/id/3027020,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00152I.htm
1891085,3026720,text,10773,text/html,Introduced,https://legiscan.com/TX/text/HB153/id/3026720,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00153I.htm
1890274,3026176,text,9871,text/html,Introduced,https://legiscan.com/TX/text/HB154/id/3026176,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00154I.htm
1891737,3027202,text,14211,text/html,Introduced,https://legiscan.com/TX/text/HB155/id/3027202,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00155I.htm
1890403,3026255,text,9224,text/html,Introduced,https://legiscan.com/TX/text/HB156/id/3026255,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00156I.htm
1891235,3026826,text,11137,text/html,Introduced,https://legiscan.com/TX/text/HB157/id/3026826,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00157I.htm
1891230,3026823,text,14365,text/html,Introduced,https://legiscan.com/TX/text/HB158/id/3026823,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00158I.htm
1890518,3026333,text,14994,text/html,Introduced,https://legiscan.com/TX/text/HB159/id/3026333,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00159I.htm
1890691,3026441,text,49870,text/html,Introduced,https://legiscan.com/TX/text/HB160/id/3026441,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00160I.htm
1891113,3026739,text,9534,text/html,Introduced,https://legiscan.com/TX/text/HB161/id/3026739,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00161I.htm
1890391,3026248,text,19167,text/html,Introduced,https://legiscan.com/TX/text/HB162/id/3026248,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00162I.htm
1891382,3026939,text,5927,text/html,Introduced,https://legiscan.com/TX/text/HB163/id/3026939,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00163I.htm
1890984,3026645,text,69442,text/html,Introduced,https://legiscan.com/TX/text/HB164/id/3026645,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00164I.htm
1890781,3026498,text,20577,text/html,Introduced,https://legiscan.com/TX/text/HB165/id/3026498,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00165I.htm
1891550,3027065,text,11837,text/html,Introduced,https://legiscan.com/TX/text/HB166/id/3027065,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00166I.htm
1891419,3026967,text,113353,text/html,Introduced,https://legiscan.com/TX/text/HB167/id/3026967,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00167I.htm
1891289,3026867,text,16998,text/html,Introduced,https://legiscan.com/TX/text/HB168/id/3026867,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00168I.htm
1891414,3026963,text,7200,text/html,Introduced,https://legiscan.com/TX/text/HB169/id/3026963,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00169I.htm
1891153,3026767,text,8206,text/html,Introduced,https://legiscan.com/TX/text/HB170/id/3026767,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00170I.htm
1891692,3027166,text,27955,text/html,Introduced,https://legiscan.com/TX/text/HB171/id/3027166,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00171I.htm
1890284,3026183,text,8260,text/html,Introduced,https://legiscan.com/TX/text/HB172/id/3026183,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00172I.htm
1891002,3026659,text,7736,text/html,Introduced,https://legiscan.com/TX/text/HB173/id/3026659,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00173I.htm
1891455,3026996,text,26174,text/html,Introduced,https://legiscan.com/TX/text/HB174/id/3026996,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00174I.htm
1891011,3026664,text,7150,text/html,Introduced,https://legiscan.com/TX/text/HB175/id/3026664,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00175I.htm
1891138,3026758,text,14584,text/html,Introduced,https://legiscan.com/TX/text/HB176/id/3026758,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00176I.htm
1890977,3026641,text,18305,text/html,Introduced,https://legiscan.com/TX/text/HB177/id/3026641,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00177I.htm
1891672,3027152,text,23829,text/html,Introduced,https://legiscan.com/TX/text/HB178/id/3027152,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00178I.htm
1890830,3026534,text,22306,text/html,Introduced,https://legiscan.com/TX/text/HB179/id/3026534,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00179I.htm
1890761,3026483,text,9930,text/html,Introduced,https://legiscan.com/TX/text/HB180/id/3026483,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00180I.htm
1891283,3026863,text,12706,text/html,Introduced,https://legiscan.com/TX/text/HB181/id/3026863,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00181I.htm
1890551,3026352,text,22050,text/html,Introduced,https://legiscan.com/TX/text/HB182/id/3026352,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00182I.htm
1891287,3026865,text,34622,text/html,Introduced,https://legiscan.com/TX/text/HB183/id/3026865,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00183I.htm
1890871,3026566,text,28901,text/html,Introduced,https://legiscan.com/TX/text/HB184/id/3026566,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00184I.htm
1891657,3027144,text,357449,text/html,Introduced,https://legiscan.com/TX/text/HB185/id/3027144,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00185I.htm
1890349,3026218,text,18699,text/html,Introduced,https://legiscan.com/TX/text/HB186/id/3026218,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00186I.htm
1891510,3027036,text,21685,text/html,Introduced,https://legiscan.com/TX/text/HB187/id/3027036,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00187I.htm
1891751,3027212,text,38744,text/html,Introduced,https://legiscan.com/TX/text/HB188/id/3027212,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00188I.htm
1891330,3026900,text,127048,text/html,Introduced,https://legiscan.com/TX/text/HB189/id/3026900,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00189I.htm
1890844,3026546,text,14012,text/html,Introduced,https://legiscan.com/TX/text/HB190/id/3026546,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00190I.htm
1890617,3026392,text,25284,text/html,Introduced,https://legiscan.com/TX/text/HB191/id/3026392,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00191I.htm
1890976,3026640,text,147769,text/html,Introduced,https://legiscan.com/TX/text/HB192/id/3026640,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00192I.htm
1890842,3026544,text,4739,text/html,Introduced,https://legiscan.com/TX/text/HB193/id/3026544,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00193I.htm
1891285,3026864,text,91340,text/html,Introduced,https://legiscan.com/TX/text/HB194/id/3026864,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00194I.htm
1891342,3026908,text,26965,text/html,Introduced,https://legiscan.com/TX/text/HB195/id/3026908,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00195I.htm
1890627,3026399,text,14519,text/html,Introduced,https://legiscan.com/TX/text/HB196/id/3026399,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00196I.htm
1891151,3026765,text,17313,text/html,Introduced,https://legiscan.com/TX/text/HB197/id/3026765,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00197I.htm
1890728,3026466,text,7583,text/html,Introduced,https://legiscan.com/TX/text/HB198/id/3026466,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00198I.htm
1890254,3026164,text,14882,text/html,Introduced,https://legiscan.com/TX/text/HB199/id/3026164,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00199I.htm
1891642,3027132,text,26162,text/html,Introduced,https://legiscan.com/TX/text/HB201/id/3027132,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00201I.htm
1891157,3026771,text,14347,text/html,Introduced,https://legiscan.com/TX/text/HB202/id/3026771,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00202I.htm
1890721,3026462,text,132439,text/html,Introduced,https://legiscan.com/TX/text/HB203/id/3026462,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00203I.htm
1890520,3026334,text,7491,text/html,Introduced,https://legiscan.com/TX/text/HB204/id/3026334,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00204I.htm
1890373,3026234,text,8513,text/html,Introduced,https://legiscan.com/TX/text/HB205/id/3026234,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00205I.htm
1891222,3026820,text,6334,text/html,Introduced,https://legiscan.com/TX/text/HB206/id/3026820,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00206I.htm
1891256,3026841,text,14820,text/html,Introduced,https://legiscan.com/TX/text/HB207/id/3026841,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00207I.htm
1890298,3026191,text,6832,text/html,Introduced,https://legiscan.com/TX/text/HB208/id/3026191,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00208I.htm
1891020,3026670,text,133737,text/html,Introduced,https://legiscan.com/TX/text/HB209/id/3026670,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00209I.htm
1890259,3026168,text,10854,text/html,Introduced,https://legiscan.com/TX/text/HB210/id/3026168,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00210I.htm
1891311,3026885,text,36880,text/html,Introduced,https://legiscan.com/TX/text/HB211/id/3026885,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00211I.htm
1890723,3026463,text,29755,text/html,Introduced,https://legiscan.com/TX/text/HB212/id/3026463,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00212I.htm
1890865,3026563,text,40630,text/html,Introduced,https://legiscan.com/TX/text/HB213/id/3026563,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00213I.htm
1891418,3026966,text,25097,text/html,Introduced,https://legiscan.com/TX/text/HB214/id/3026966,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00214I.htm
1890727,3026465,text,8059,text/html,Introduced,https://legiscan.com/TX/text/HB215/id/3026465,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00215I.htm
1891180,3026788,text,9815,text/html,Introduced,https://legiscan.com/TX/text/HB216/id/3026788,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00216I.htm
1890575,3026365,text,45808,text/html,Introduced,https://legiscan.com/TX/text/HB217/id/3026365,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00217I.htm
1890294,3026189,text,8285,text/html,Introduced,https://legiscan.com/TX/text/HB218/id/3026189,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00218I.htm
1891304,3026878,text,16007,text/html,Introduced,https://legiscan.com/TX/text/HB219/id/3026878,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00219I.htm
1891750,3027211,text,10250,text/html,Introduced,https://legiscan.com/TX/text/HB220/id/3027211,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00220I.htm
1891505,3027031,text,32575,text/html,Introduced,https://legiscan.com/TX/text/HB221/id/3027031,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00221I.htm
1891392,3026947,text,19915,text/html,Introduced,https://legiscan.com/TX/text/HB222/id/3026947,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00222I.htm
1891305,3026879,text,27509,text/html,Introduced,https://legiscan.com/TX/text/HB223/id/3026879,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00223I.htm
1891307,3026881,text,9188,text/html,Introduced,https://legiscan.com/TX/text/HB224/id/3026881,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00224I.htm
1890505,3026326,text,14938,text/html,Introduced,https://legiscan.com/TX/text/HB225/id/3026326,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00225I.htm
1890469,3026302,text,5352,text/html,Introduced,https://legiscan.com/TX/text/HB226/id/3026302,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00226I.htm
1891264,3026849,text,6218,text/html,Introduced,https://legiscan.com/TX/text/HB227/id/3026849,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00227I.htm
1890978,3026642,text,7371,text/html,Introduced,https://legiscan.com/TX/text/HB228/id/3026642,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00228I.htm
1891121,3026746,text,20484,text/html,Introduced,https://legiscan.com/TX/text/HB229/id/3026746,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00229I.htm
1891640,3027130,text,63752,text/html,Introduced,https://legiscan.com/TX/text/HB230/id/3027130,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00230I.htm
1891469,3027005,text,11628,text/html,Introduced,https://legiscan.com/TX/text/HB231/id/3027005,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00231I.htm
1891582,3027093,text,26599,text/html,Introduced,https://legiscan.com/TX/text/HB232/id/3027093,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00232I.htm
1891564,3027078,text,33453,text/html,Introduced,https://legiscan.com/TX/text/HB233/id/3027078,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00233I.htm
1890872,3026567,text,114463,text/html,Introduced,https://legiscan.com/TX/text/HB234/id/3026567,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00234I.htm
1890786,3026502,text,26764,text/html,Introduced,https://legiscan.com/TX/text/HB235/id/3026502,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00235I.htm
1891220,3026818,text,445004,text/html,Introduced,https://legiscan.com/TX/text/HB236/id/3026818,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00236I.htm
1891609,3027110,text,8225,text/html,Introduced,https://legiscan.com/TX/text/HB237/id/3027110,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00237I.htm
1890857,3026556,text,15486,text/html,Introduced,https://legiscan.com/TX/text/HB238/id/3026556,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00238I.htm
1891314,3028049,text,73318,text/html,Introduced,https://legiscan.com/TX/text/HB239/id/3028049,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00239I.htm
1891600,3027105,text,7922,text/html,Introduced,https://legiscan.com/TX/text/HB240/id/3027105,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00240I.htm
1891298,3026874,text,19268,text/html,Introduced,https://legiscan.com/TX/text/HB241/id/3026874,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00241I.htm
1890255,3026165,text,14047,text/html,Introduced,https://legiscan.com/TX/text/HB242/id/3026165,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00242I.htm
1891588,3027096,text,21280,text/html,Introduced,https://legiscan.com/TX/text/HB243/id/3027096,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00243I.htm
1890331,3026208,text,7027,text/html,Introduced,https://legiscan.com/TX/text/HB244/id/3026208,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00244I.htm
1890811,3026521,text,16966,text/html,Introduced,https://legiscan.com/TX/text/HB245/id/3026521,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00245I.htm
1891349,3028057,text,39296,text/html,Introduced,https://legiscan.com/TX/text/HB246/id/3028057,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00246I.htm
1891087,3026722,text,18436,text/html,Introduced,https://legiscan.com/TX/text/HB247/id/3026722,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00247I.htm
1891331,3026901,text,8158,text/html,Introduced,https://legiscan.com/TX/text/HB248/id/3026901,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00248I.htm
1891415,3026964,text,7745,text/html,Introduced,https://legiscan.com/TX/text/HB249/id/3026964,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00249I.htm
1890559,3026357,text,102756,text/html,Introduced,https://legiscan.com/TX/text/HB250/id/3026357,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00250I.htm
1891218,3026816,text,24129,text/html,Introduced,https://legiscan.com/TX/text/HB251/id/3026816,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00251I.htm
1891748,3027209,text,6185,text/html,Introduced,https://legiscan.com/TX/text/HB252/id/3027209,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00252I.htm
1890746,3026475,text,6705,text/html,Introduced,https://legiscan.com/TX/text/HB253/id/3026475,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00253I.htm
1890488,3026314,text,10733,text/html,Introduced,https://legiscan.com/TX/text/HB254/id/3026314,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00254I.htm
1891628,3027122,text,10028,text/html,Introduced,https://legiscan.com/TX/text/HB255/id/3027122,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00255I.htm
1891551,3027066,text,14622,text/html,Introduced,https://legiscan.com/TX/text/HB256/id/3027066,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00256I.htm
1891302,3026876,text,29898,text/html,Introduced,https://legiscan.com/TX/text/HB257/id/3026876,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00257I.htm
1890647,3026410,text,5013,text/html,Introduced,https://legiscan.com/TX/text/HB258/id/3026410,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00258I.htm
1891226,3026821,text,13169,text/html,Introduced,https://legiscan.com/TX/text/HB259/id/3026821,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00259I.htm
1890512,3026329,text,30130,text/html,Introduced,https://legiscan.com/TX/text/HB260/id/3026329,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00260I.htm
1890455,3026291,text,20199,text/html,Introduced,https://legiscan.com/TX/text/HB261/id/3026291,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00261I.htm
1890483,3026312,text,15798,text/html,Introduced,https://legiscan.com/TX/text/HB262/id/3026312,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00262I.htm
1891030,3026678,text,15724,text/html,Introduced,https://legiscan.com/TX/text/HB263/id/3026678,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00263I.htm
1891024,3026674,text,7633,text/html,Introduced,https://legiscan.com/TX/text/HB264/id/3026674,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00264I.htm
1890935,3026612,text,30958,text/html,Introduced,https://legiscan.com/TX/text/HB265/id/3026612,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00265I.htm
1890592,3026376,text,59611,text/html,Introduced,https://legiscan.com/TX/text/HB266/id/3026376,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00266I.htm
1890338,3026212,text,9376,text/html,Introduced,https://legiscan.com/TX/text/HB267/id/3026212,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00267I.htm
1891468,3027004,text,11020,text/html,Introduced,https://legiscan.com/TX/text/HB268/id/3027004,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00268I.htm
1891623,3027120,text,19051,text/html,Introduced,https://legiscan.com/TX/text/HB269/id/3027120,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00269I.htm
1890966,3026635,text,7707,text/html,Introduced,https://legiscan.com/TX/text/HB270/id/3026635,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00270I.htm
1891187,3026795,text,13078,text/html,Introduced,https://legiscan.com/TX/text/HB271/id/3026795,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00271I.htm
1890875,3026569,text,9607,text/html,Introduced,https://legiscan.com/TX/text/HB272/id/3026569,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00272I.htm
1891714,3027184,text,151693,text/html,Introduced,https://legiscan.com/TX/text/HB273/id/3027184,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00273I.htm
1890660,3026419,text,15420,text/html,Introduced,https://legiscan.com/TX/text/HB274/id/3026419,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00274I.htm
1890763,3026485,text,19731,text/html,Introduced,https://legiscan.com/TX/text/HB275/id/3026485,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00275I.htm
1891384,3026941,text,459812,text/html,Introduced,https://legiscan.com/TX/text/HB276/id/3026941,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00276I.htm
1891585,3027094,text,18573,text/html,Introduced,https://legiscan.com/TX/text/HB277/id/3027094,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00277I.htm
1891651,3027140,text,6622,text/html,Introduced,https://legiscan.com/TX/text/HB278/id/3027140,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00278I.htm
1890467,3026300,text,11190,text/html,Introduced,https://legiscan.com/TX/text/HB279/id/3026300,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00279I.htm
1891530,3027050,text,23838,text/html,Introduced,https://legiscan.com/TX/text/HB280/id/3027050,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00280I.htm
1890910,3026594,text,29555,text/html,Introduced,https://legiscan.com/TX/text/HB281/id/3026594,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00281I.htm
1890251,3027232,text,24975,text/html,Introduced,https://legiscan.com/TX/text/HB282/id/3027232,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00282I.htm
1891162,3026776,text,6753,text/html,Introduced,https://legiscan.com/TX/text/HB283/id/3026776,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00283I.htm
1891076,3026713,text,40479,text/html,Introduced,https://legiscan.com/TX/text/HB284/id/3026713,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00284I.htm
1891033,3026681,text,12236,text/html,Introduced,https://legiscan.com/TX/text/HB285/id/3026681,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00285I.htm
1890619,3026393,text,6783,text/html,Introduced,https://legiscan.com/TX/text/HB286/id/3026393,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00286I.htm
1891662,3027147,text,19896,text/html,Introduced,https://legiscan.com/TX/text/HB287/id/3027147,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00287I.htm
1891464,3027001,text,9819,text/html,Introduced,https://legiscan.com/TX/text/HB288/id/3027001,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00288I.htm
1891365,3026926,text,10503,text/html,Introduced,https://legiscan.com/TX/text/HB289/id/3026926,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00289I.htm
1891611,3027112,text,19129,text/html,Introduced,https://legiscan.com/TX/text/HB290/id/3027112,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00290I.htm
1891663,3027148,text,57634,text/html,Introduced,https://legiscan.com/TX/text/HB291/id/3027148,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00291I.htm
1891324,3026894,text,8068,text/html,Introduced,https://legiscan.com/TX/text/HB292/id/3026894,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00292I.htm
1890249,3027780,text,16615,text/html,Introduced,https://legiscan.com/TX/text/HB293/id/3027780,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00293I.htm
1890376,3027810,text,38898,text/html,Introduced,https://legiscan.com/TX/text/HB294/id/3027810,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00294I.htm
1891700,3027173,text,13076,text/html,Introduced,https://legiscan.com/TX/text/HB295/id/3027173,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00295I.htm
1891346,3026911,text,38390,text/html,Introduced,https://legiscan.com/TX/text/HB296/id/3026911,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00296I.htm
1891364,3026925,text,31410,text/html,Introduced,https://legiscan.com/TX/text/HB297/id/3026925,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00297I.htm
1890953,3026626,text,7912,text/html,Introduced,https://legiscan.com/TX/text/HB298/id/3026626,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00298I.htm
1890395,3027808,text,16872,text/html,Introduced,https://legiscan.com/TX/text/HB299/id/3027808,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00299I.htm
1890385,3026244,text,7429,text/html,Introduced,https://legiscan.com/TX/text/HB301/id/3026244,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00301I.htm
1891637,3027127,text,59579,text/html,Introduced,https://legiscan.com/TX/text/HB302/id/3027127,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00302I.htm
1890603,3026383,text,5139,text/html,Introduced,https://legiscan.com/TX/text/HB303/id/3026383,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00303I.htm
1891198,3026803,text,22930,text/html,Introduced,https://legiscan.com/TX/text/HB304/id/3026803,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00304I.htm
1890891,3026581,text,4408,text/html,Introduced,https://legiscan.com/TX/text/HB305/id/3026581,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00305I.htm
1891341,3026907,text,20853,text/html,Introduced,https://legiscan.com/TX/text/HB306/id/3026907,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00306I.htm
1890369,3027806,text,22583,text/html,Introduced,https://legiscan.com/TX/text/HB307/id/3027806,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00307I.htm
1890903,3026589,text,44821,text/html,Introduced,https://legiscan.com/TX/text/HB308/id/3026589,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00308I.htm
1890347,3026216,text,30229,text/html,Introduced,https://legiscan.com/TX/text/HB309/id/3026216,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00309I.htm
1890765,3026487,text,7420,text/html,Introduced,https://legiscan.com/TX/text/HB310/id/3026487,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00310I.htm
1890442,3027756,text,15689,text/html,Introduced,https://legiscan.com/TX/text/HB311/id/3027756,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00311I.htm
1891319,3026890,text,9538,text/html,Introduced,https://legiscan.com/TX/text/HB312/id/3026890,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00312I.htm
1890735,3026469,text,25654,text/html,Introduced,https://legiscan.com/TX/text/HB313/id/3026469,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00313I.htm
1891044,3026688,text,14856,text/html,Introduced,https://legiscan.com/TX/text/HB314/id/3026688,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00314I.htm
1891171,3026780,text,28023,text/html,Introduced,https://legiscan.com/TX/text/HB315/id/3026780,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00315I.htm
1890666,3026423,text,35708,text/html,Introduced,https://legiscan.com/TX/text/HB316/id/3026423,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00316I.htm
1890820,3026528,text,32758,text/html,Introduced,https://legiscan.com/TX/text/HB317/id/3026528,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00317I.htm
1891127,3027375,text,68157,text/html,Introduced,https://legiscan.com/TX/text/HB318/id/3027375,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00318I.htm
1891008,3026663,text,14846,text/html,Introduced,https://legiscan.com/TX/text/HB319/id/3026663,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00319I.htm
1891367,3026928,text,43018,text/html,Introduced,https://legiscan.com/TX/text/HB320/id/3026928,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00320I.htm
1891579,3027090,text,45179,text/html,Introduced,https://legiscan.com/TX/text/HB321/id/3027090,https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00321I.htm
