bill_id,people_id,position
1891115,19319,1
1891116,5997,1
1891117,23145,1
1891118,14046,1
1891119,23179,1
1891120,17365,1
1891121,23180,1
1891122,23179,1
1891123,24079,1
1891124,23179,1
1891125,5949,1
1891126,24084,1
1891127,5903,1
1891128,5920,1
1891129,18674,1
1891130,24075,1
1891131,11598,1
1891132,15409,1
1891133,17365,1
1891134,25225,1
1891135,5933,1
1891136,24089,1
1891137,14046,1
1891138,5903,1
1891139,5949,1
1891140,23179,1
1891141,18680,1
1891142,15409,1
1891143,22376,1
1891144,17365,1
1891145,14783,1
1891146,5954,1
1891147,24089,1
1891148,20232,1
1891149,21336,1
1891150,21335,1
1891151,20230,1
1891152,11599,1
1891153,5903,1
1891154,19319,1
1891155,24094,1
1891156,17365,1
1891157,16346,1
1891158,16847,1
1891159,23190,1
1891160,5874,1
1891161,17365,1
1891162,5903,1
1891163,5875,1
1891164,17631,1
1891165,24076,1
1891166,18682,1
1891167,5850,1
1891167,5904,5
1891167,5949,6
1891167,11599,7
1891167,16834,2
1891167,21679,4
1891167,25224,3
1891168,22955,1
1891169,18029,1
1891170,14783,1
1891171,21335,1
1891172,24079,1
1891173,22376,1
1891174,19319,1
1891175,22896,1
1891176,23342,1
1891177,17365,1
1891178,25224,1
1891179,5997,1
1891180,24084,1
1891181,19319,1
1891182,6029,1
1891183,14568,1
1891184,17576,1
1891185,6032,1
1891186,11598,1
1891187,14990,1
1891188,24094,1
1891189,23179,1
1891190,20228,1
1891191,23179,1
1891192,21336,1
1891193,5850,2
1891193,5904,6
1891193,5949,1
1891193,6032,7
1891193,16834,3
1891193,21679,5
1891193,25224,4
1891194,21335,1
1891195,5971,1
1891196,16846,1
1891197,24089,1
1891198,5903,1
1891199,22896,1
1891200,24090,1
1891201,11013,1
1891202,6032,1
1891203,22437,1
1891204,20805,1
1891205,17365,1
1891206,18680,1
1891207,23120,1
1891208,17631,1
1891209,16847,1
1891210,20235,1
1891211,25225,1
1891213,22955,1
1891214,23179,1
1891215,22955,1
1891216,20235,1
1891217,17365,1
1891218,24084,1
1891219,24090,1
1891220,16526,1
1891221,22896,1
1891222,5874,1
1891223,19959,1
1891224,25230,1
1891225,23342,1
1891226,24085,1
1891227,20240,1
1891228,16847,1
1891229,24084,1
1891230,5971,1
1891231,19319,1
1891232,18029,1
1891233,18029,1
1891234,22376,1
1891235,5971,1
1891236,14990,1
1891237,11599,1
1891238,5920,1
1891239,14783,1
1891240,22376,1
1891241,15409,1
1891242,23180,1
1891243,5949,1
1891244,20235,1
1891245,17365,1
1891246,5904,4
1891246,5949,1
1891246,6032,6
1891246,16834,2
1891246,20805,5
1891246,21679,3
1891247,18029,1
1891248,16847,1
1891249,17984,1
1891250,17365,1
1891251,5920,1
1891252,18029,1
1891253,20232,1
1891254,22955,1
1891255,20240,1
1891256,5903,1
1891257,22431,1
1891258,14783,1
1891259,22955,1
1891260,16846,1
1891261,14568,1
1891262,18029,1
1891263,24086,1
1891264,22376,1
1891265,22955,1
1891266,19959,1
1891267,5944,1
1891268,5903,1
1891269,20232,1
1891270,6032,1
1891270,25224,2
1891271,6032,1
1891272,14783,1
1891273,11013,1
1891274,21336,1
1891275,20232,1
1891276,19686,1
1891277,22955,1
1891278,17365,1
1891279,20173,1
1891280,16847,1
1891281,6029,1
1891282,6032,1
1891282,25224,2
1891283,24089,1
1891284,18674,1
1891285,15409,1
1891286,18029,1
1891287,20173,1
1891288,16847,1
1891289,19959,1
1891290,22896,1
1891291,20240,1
1891292,24085,1
1891293,6029,1
1891294,5949,1
1891295,23179,1
1891296,14046,1
1891297,20173,1
1891298,5903,1
1891299,17631,1
1891300,5933,1
1891301,22955,1
1891302,5920,1
1891303,23179,1
1891304,16526,1
1891305,14785,1
1891306,24075,1
1891307,19959,1
1891308,20232,1
1891309,5920,1
1891310,23342,1
1891311,17631,1
1891312,18029,1
1891313,25228,1
1891314,18680,1
1891315,20232,1
1891316,14047,1
1891317,5921,1
1891318,18029,1
1891319,23342,1
1891320,6032,1
1891322,20246,1
1891323,14568,1
1891324,18029,1
1891325,6032,1
1891325,25224,2
1891326,25226,1
1891327,6032,1
1891328,20234,1
1891329,22136,1
1891330,22376,1
1891331,5903,1
1891332,22376,1
1891333,24086,1
1891334,21683,1
1891335,6032,1
1891336,17631,1
1891337,20230,1
1891338,15409,1
1891339,20230,1
1891340,6032,1
1891341,24089,1
1891342,23184,1
1891343,5904,4
1891343,5949,1
1891343,16834,2
1891343,21679,3
1891344,14046,1
1891345,25226,1
1891346,24084,1
1891347,17365,1
1891348,24089,1
1891349,5903,1
1891350,5949,1
1891351,14568,1
1891352,5874,1
1891353,23145,1
1891354,5954,1
1891355,5875,1
1891356,14047,1
1891357,23179,1
1891358,11013,1
1891359,23120,1
1891360,5949,1
1891361,24080,1
1891362,19959,1
1891363,6032,1
1891364,20230,1
1891365,23184,1
1891366,18029,1
1891367,18029,1
1891368,15409,1
1891369,21683,1
1891370,17365,1
1891370,20015,2
1891371,23342,1
1891372,14783,1
1891373,24080,1
1891374,23179,1
1891375,16846,1
1891376,17631,1
1891377,23179,1
1891378,6032,1
1891379,5954,1
1891380,24075,1
1891381,14783,1
1891382,14568,1
1891383,24079,1
1891384,20230,1
1891385,6032,1
1891386,5903,1
1891387,24089,1
1891388,5903,1
1891389,21636,1
1891390,5949,1
1891391,16847,1
1891392,20246,1
1891393,15409,1
1891394,20241,1
1891395,5949,1
1891396,23120,1
1891397,22955,1
1891398,18674,1
1891399,14568,1
1891400,5949,1
1891401,23384,1
1891402,5903,1
1891403,24089,1
1891404,5949,1
1891405,20230,1
1891406,16846,1
1891407,22955,1
1891408,22955,1
1891409,20248,1
1891410,5954,1
1891411,14990,1
1891412,20240,1
1891413,14568,1
1891414,5903,1
1891415,17631,1
1891416,5997,1
1891417,18674,1
1891418,5903,1
1891419,23342,1
1891420,23120,1
1891421,18674,1
1891422,5971,1
1891423,23384,1
1891424,11599,1
1891424,25224,2
1891425,11599,1
1891425,25224,2
1891426,5949,1
1891427,17576,1
1891428,25225,1
1891429,22376,1
1891431,14783,1
1891432,24094,1
1891433,14046,1
1891434,21683,1
1891435,23384,1
1891436,11013,3
1891436,17365,1
1891436,20015,2
1891437,5949,1
1891438,17576,1
1891439,22433,1
1891440,6029,1
1891441,15409,1
1891442,22431,1
1891443,21683,1
1891444,16847,1
1891445,20230,1
1891446,23179,1
1891447,5904,3
1891447,5949,4
1891447,11599,5
1891447,21679,2
1891447,25224,1
1891448,16346,1
1891449,5850,2
1891449,5904,4
1891449,5949,5
1891449,11599,6
1891449,21679,3
1891449,25224,1
1891450,22955,1
1891451,18029,1
1891452,20230,1
1891453,20240,1
1891454,20235,1
1891455,14990,1
1891456,15409,1
1891457,18680,1
1891458,17365,1
1891459,5997,1
1891460,25226,1
1891461,5997,1
1891462,17365,1
1891463,14783,1
1891464,24077,1
1891465,20248,1
1891466,22955,1
1891467,24089,1
1891468,16526,1
1891469,21335,1
1891470,18029,1
1891471,15409,1
1891472,17365,1
1891473,11013,1
1891474,23184,1
1891475,6032,1
1891475,25224,2
1891476,6029,1
1891477,24089,1
1891478,23342,1
1891479,20232,1
1891480,14046,1
1891481,23384,1
1891482,20232,1
1891483,18029,1
1891484,5903,1
1891485,16847,1
1891486,25226,1
1891487,24090,1
1891488,23342,1
1891489,5971,1
1891490,23145,1
1891491,20234,1
1891492,22376,1
1891493,14046,1
1891494,5850,1
1891494,5904,5
1891494,5949,7
1891494,6032,9
1891494,11599,8
1891494,16834,2
1891494,20805,6
1891494,21679,4
1891494,25224,3
1891495,16848,1
1891496,20235,1
1891497,17365,1
1891498,20230,1
1891499,15409,1
1891500,23145,1
1891501,14990,1
1891502,24089,1
1891503,11599,1
1891504,17631,1
1891505,16526,1
1891506,14046,1
1891507,23179,1
1891508,20230,1
1891509,22376,1
1891510,5903,1
1891511,17631,1
1891512,22376,1
1891513,23180,1
1891514,24075,1
1891515,5949,1
1891516,18680,1
1891517,15409,1
1891518,15409,1
1891519,5954,1
1891520,23190,1
1891521,14783,1
1891522,16847,1
1891523,5971,1
1891524,15409,1
1891525,22433,1
1891526,5949,1
1891527,5949,1
1891528,19959,1
1891529,14568,1
1891530,14046,1
1891531,17365,1
1891532,5944,1
1891533,6029,1
1891534,24080,1
1891535,17365,1
1891536,5949,1
1891537,17365,1
1891538,20240,1
1891540,18029,1
1891541,17631,1
1891542,5921,1
1891543,20248,1
1891544,17365,1
1891545,21335,1
1891546,18029,1
1891547,17631,1
1891548,17576,1
1891549,14568,1
1891550,14785,1
1891551,23179,1
1891552,20235,1
1891553,16848,1
1891554,5920,1
1891555,17631,1
1891556,23180,1
1891557,11598,1
1891558,24084,1
1891559,24089,1
1891560,11013,1
1891561,24075,1
1891562,22955,1
1891563,23145,1
1891564,18029,1
1891565,22896,1
1891566,5971,1
1891567,14990,1
1891568,24089,1
1891569,5904,5
1891569,5949,1
1891569,16834,2
1891569,20805,6
1891569,21679,4
1891569,25224,3
1891570,5904,4
1891570,5949,1
1891570,21679,3
1891570,25224,2
1891571,22955,1
1891572,14783,1
1891573,20232,1
1891574,23179,1
1891575,5949,1
1891576,11013,1
1891577,17631,1
1891578,5997,1
1891579,20230,1
1891580,6032,1
1891581,11598,1
1891582,22376,1
1891583,18682,1
1891584,18674,1
1891585,20246,1
1891586,14047,1
1891587,16846,1
1891588,22896,1
1891589,5949,1
1891590,5904,4
1891590,5949,1
1891590,16834,2
1891590,20805,5
1891590,21679,3
1891591,6029,1
1891592,19686,1
1891593,20230,1
1891594,18029,1
1891595,20805,1
1891596,20240,1
1891597,24079,1
1891598,24080,1
1891599,23179,1
1891600,18680,1
1891601,22955,1
1891602,21336,1
1891603,19959,1
1891604,19319,1
1891605,22376,1
1891606,5949,1
1891607,20235,1
1891608,14568,1
1891609,20230,1
1891610,23342,1
1891611,21336,1
1891612,18674,1
1891613,6032,1
1891614,24079,1
1891615,19319,1
1891616,19959,1
1891617,22376,1
1891618,18029,1
1891619,6029,1
1891620,23120,1
1891621,18682,1
1891622,18029,1
1891623,5903,1
1891624,25225,1
1891625,5971,1
1891626,18674,1
1891627,17631,1
1891628,5903,1
1891629,14990,1
1891630,17631,1
1891631,22955,1
1891632,24078,1
1891633,14990,1
1891634,16847,1
1891635,24077,1
